#ENCODE_data_set,TF_name,JASPAR2014_matrix_id
wgEncodeAwgTfbsHaibH1hescSp2V0422111UniPk,SP2,MA0516.1
wgEncodeAwgTfbsHaibH1hescSrfPcr1xUniPk,SRF,MA0083.2
wgEncodeAwgTfbsHaibH1hescTcf12Pcr1xUniPk,TCF12,MA0521.1
wgEncodeAwgTfbsHaibH1hescUsf1Pcr1xUniPk,USF1,MA0093.2
wgEncodeAwgTfbsHaibH1hescYy1sc281V0416102UniPk,YY1,MA0095.2
wgEncodeAwgTfbsHaibHct116Yy1sc281V0416101UniPk,YY1,MA0095.2
wgEncodeAwgTfbsHaibHct116Zbtb33V0416101UniPk,ZBTB33,MA0527.1
wgEncodeAwgTfbsHaibHelas3GabpPcr1xUniPk,GABPA,MA0062.2
wgEncodeAwgTfbsHaibHelas3NrsfPcr1xUniPk,REST,MA0138.2
wgEncodeAwgTfbsHaibHepg2Bhlhe40V0416101UniPk,BHLHE40,MA0464.1
wgEncodeAwgTfbsHaibHepg2Cebpbsc150V0416101UniPk,CEBPB,MA0466.1
wgEncodeAwgTfbsHaibHepg2Ctcfsc5916V0416101UniPk,CTCF,MA0139.1
wgEncodeAwgTfbsHaibHepg2Elf1sc631V0416101UniPk,ELF1,MA0473.1
wgEncodeAwgTfbsHaibHepg2Fosl2V0416101UniPk,FOSL2,MA0478.1
wgEncodeAwgTfbsHaibHepg2Foxa1sc101058V0416101UniPk,FOXA1,MA0148.3
wgEncodeAwgTfbsHaibHepg2Foxa1sc6553V0416101UniPk,FOXA1,MA0148.3
wgEncodeAwgTfbsHaibHepg2Foxa2sc6554V0416101UniPk,FOXA2,MA0047.2
wgEncodeAwgTfbsHaibHepg2GabpPcr2xUniPk,GABPA,MA0062.2
wgEncodeAwgTfbsHaibHepg2Hnf4asc8987V0416101UniPk,HNF4A,MA0114.2
wgEncodeAwgTfbsHaibHepg2Hnf4gsc6558V0416101UniPk,HNF4G,MA0484.1
wgEncodeAwgTfbsHaibHepg2JundPcr1xUniPk,JUND,MA0491.1
wgEncodeAwgTfbsHaibHepg2Nficsc81335V0422111UniPk,NFIC,MA0161.1
wgEncodeAwgTfbsHaibHepg2NrsfPcr2xUniPk,REST,MA0138.2
wgEncodeAwgTfbsHaibHepg2NrsfV0416101UniPk,REST,MA0138.2
wgEncodeAwgTfbsHaibHepg2RxraPcr1xUniPk,RXRA,MA0512.1
wgEncodeAwgTfbsHaibHepg2Sp1Pcr1xUniPk,SP1,MA0079.3
wgEncodeAwgTfbsHaibHepg2Sp2V0422111UniPk,SP2,MA0516.1
wgEncodeAwgTfbsHaibHepg2SrfV0416101UniPk,SRF,MA0083.2
wgEncodeAwgTfbsHaibHepg2Tcf12Pcr1xUniPk,TCF12,MA0521.1
wgEncodeAwgTfbsHaibHepg2Usf1Pcr1xUniPk,USF1,MA0093.2
wgEncodeAwgTfbsHaibHepg2Yy1sc281V0416101UniPk,YY1,MA0095.2
wgEncodeAwgTfbsHaibHepg2Zbtb33Pcr1xUniPk,ZBTB33,MA0527.1
wgEncodeAwgTfbsHaibK562Cebpbsc150V0422111UniPk,CEBPB,MA0466.1
wgEncodeAwgTfbsHaibK562CtcfcPcr1xUniPk,CTCF,MA0139.1
wgEncodeAwgTfbsHaibK562E2f6V0416102UniPk,E2F6,MA0471.1
wgEncodeAwgTfbsHaibK562Egr1V0416101UniPk,EGR1,MA0162.2
wgEncodeAwgTfbsHaibK562Elf1sc631V0416102UniPk,ELF1,MA0473.1
wgEncodeAwgTfbsHaibK562Ets1V0416101UniPk,ETS1,MA0098.2
wgEncodeAwgTfbsHaibK562Fosl1sc183V0416101UniPk,FOSL1,MA0477.1
wgEncodeAwgTfbsHaibK562GabpV0416101UniPk,GABPA,MA0062.2
wgEncodeAwgTfbsHaibK562Gata2sc267Pcr1xUniPk,GATA2,MA0036.2
wgEncodeAwgTfbsHaibK562MaxV0416102UniPk,MAX,MA0058.2
wgEncodeAwgTfbsHaibK562Mef2aV0416101UniPk,MEF2A,MA0052.2
wgEncodeAwgTfbsHaibK562NrsfV0416102UniPk,REST,MA0138.2
wgEncodeAwgTfbsHaibK562Pu1Pcr1xUniPk,SPI1,MA0080.3
wgEncodeAwgTfbsHaibK562Sp1Pcr1xUniPk,SP1,MA0079.3
wgEncodeAwgTfbsHaibK562Sp2sc643V0416102UniPk,SP2,MA0516.1
wgEncodeAwgTfbsHaibK562SrfV0416101UniPk,SRF,MA0083.2
wgEncodeAwgTfbsHaibK562Stat5asc74442V0422111UniPk,STAT5A::STAT5B,MA0519.1
wgEncodeAwgTfbsHaibK562Thap1sc98174V0416101UniPk,THAP1,MA0597.1
wgEncodeAwgTfbsHaibK562Usf1V0416101UniPk,USF1,MA0093.2
wgEncodeAwgTfbsHaibK562Yy1V0416101UniPk,YY1,MA0095.2
wgEncodeAwgTfbsHaibK562Yy1V0416102UniPk,YY1,MA0095.2
wgEncodeAwgTfbsHaibK562Zbtb33Pcr1xUniPk,ZBTB33,MA0527.1
wgEncodeAwgTfbsHaibPanc1NrsfPcr2xUniPk,REST,MA0138.2
wgEncodeAwgTfbsHaibPfsk1Foxp2Pcr2xUniPk,FOXP2,MA0593.1
wgEncodeAwgTfbsHaibPfsk1NrsfPcr2xUniPk,REST,MA0138.2
wgEncodeAwgTfbsHaibSknmcFoxp2Pcr2xUniPk,FOXP2,MA0593.1
wgEncodeAwgTfbsHaibSknshNrsfPcr2xUniPk,REST,MA0138.2
wgEncodeAwgTfbsHaibSknshNrsfV0416101UniPk,REST,MA0138.2
wgEncodeAwgTfbsHaibSknshraCtcfV0416102UniPk,CTCF,MA0139.1
wgEncodeAwgTfbsHaibSknshraUsf1sc8983V0416102UniPk,USF1,MA0093.2
wgEncodeAwgTfbsHaibSknshraYy1sc281V0416102UniPk,YY1,MA0095.2
wgEncodeAwgTfbsHaibT47dCtcfsc5916V0416102Dm002p1hUniPk,CTCF,MA0139.1
wgEncodeAwgTfbsHaibT47dFoxa1sc6553V0416102Dm002p1hUniPk,FOXA1,MA0148.3
wgEncodeAwgTfbsHaibT47dGata3sc268V0416102Dm002p1hUniPk,GATA3,MA0037.2
wgEncodeAwgTfbsHaibU87NrsfPcr2xUniPk,REST,MA0138.2
wgEncodeAwgTfbsSydhA549Bhlhe40IggrabUniPk,BHLHE40,MA0464.1
wgEncodeAwgTfbsSydhA549CebpbIggrabUniPk,CEBPB,MA0466.1
wgEncodeAwgTfbsSydhA549MaxIggrabUniPk,MAX,MA0058.2
wgEncodeAwgTfbsSydhGm10847NfkbTnfaIggrabUniPk,NFKB1,MA0105.3
wgEncodeAwgTfbsSydhGm12878Bhlhe40cIggmusUniPk,BHLHE40,MA0464.1
wgEncodeAwgTfbsSydhGm12878Brca1a300IggmusUniPk,BRCA1,MA0133.1
wgEncodeAwgTfbsSydhGm12878CfosUniPk,FOS,MA0476.1
wgEncodeAwgTfbsSydhGm12878Ctcfsc15914c20UniPk,CTCF,MA0139.1
wgEncodeAwgTfbsSydhGm12878E2f4IggmusUniPk,E2F4,MA0470.1
wgEncodeAwgTfbsSydhGm12878Ebf1sc137065UniPk,EBF1,MA0154.2
wgEncodeAwgTfbsSydhGm12878Elk112771IggmusUniPk,ELK1,MA0028.1
wgEncodeAwgTfbsSydhGm12878JundUniPk,JUND,MA0491.1
wgEncodeAwgTfbsSydhGm12878MaxIggmusUniPk,MAX,MA0058.2
wgEncodeAwgTfbsSydhGm12878Nfe2sc22827UniPk,NFE2::MAX,MA0501.1
wgEncodeAwgTfbsSydhGm12878NfkbTnfaIggrabUniPk,NFKB1,MA0105.3
wgEncodeAwgTfbsSydhGm12878NfyaIggmusUniPk,NFYA,MA0060.2
wgEncodeAwgTfbsSydhGm12878NfybIggmusUniPk,NFYB,MA0502.1
wgEncodeAwgTfbsSydhGm12878Nrf1IggmusUniPk,NRF1,MA0506.1
wgEncodeAwgTfbsSydhGm12878Rfx5200401194IggmusUniPk,RFX5,MA0510.1
wgEncodeAwgTfbsSydhGm12878Stat1UniPk,STAT1,MA0137.3
